rank,school_name,school_city,school_state,rating,score,earnings_10yr,pred_earnings_10yr_ols,public,score_sat_act,pell_grant_pct,born_in_usa_pct,female_pct,region_high_inc,urban_area,enrollment,black_or_hispanic_pct,overage23,median_hh_income,avg_sat_2011,median_act_2011,avg_net_price_2011,avg_net_price_lowinc_2011,admission_rate_2011,completion_rate_6yr_2011
1008,Mars Hill University,Mars Hill,NC,2.0,-1.38,32800.0,37984.0,0,-0.83,0.58,0.95,0.53,0,1,1179.0,0.15,0.21,53648.0,937.0,20.0,19597.0,18896.0,0.68,0.38
1009,Young Harris College,Young Harris,GA,2.0,-1.39,34100.0,39505.0,0,-0.25,0.44,0.93,0.58,0,0,331.0,0.15,0.04,63464.0,999.0,,13509.0,11059.0,0.58,0.35
1010,Missouri Baptist University,Saint Louis,MO,2.0,-1.39,33100.0,38371.0,0,-0.42,0.53,0.97,0.65,0,1,1153.0,0.09,0.3,63257.0,999.0,22.0,21038.0,18730.0,0.58,0.28
1011,Palm Beach Atlantic University,West Palm Beach,FL,2.0,-1.4,38100.0,44186.0,0,0.11,0.52,0.84,0.65,0,1,2117.0,0.26,0.31,63466.0,1053.0,23.0,20189.0,17228.0,0.83,0.59
1012,Newberry College,Newberry,SC,2.0,-1.4,33300.0,38646.0,0,-0.76,0.54,0.95,0.41,0,0,706.0,0.31,0.08,54570.0,965.0,21.0,16398.0,16280.0,0.61,0.35
1013,University of North Carolina at Asheville,Asheville,NC,2.0,-1.41,36000.0,41834.0,1,0.83,0.57,0.94,0.61,0,1,2874.0,0.15,0.26,55210.0,1158.0,25.0,9272.0,7091.0,0.77,0.61
1014,Ohio State University-Main Campus,Columbus,OH,2.0,-1.41,42600.0,49496.0,1,0.9,0.52,0.95,0.52,0,1,34586.0,0.11,0.13,63313.0,1260.0,28.0,19267.0,12580.0,0.63,0.8
1015,Huntington University,Huntington,IN,2.0,-1.44,35500.0,41354.0,0,0.13,0.39,0.97,0.55,0,0,930.0,0.05,0.09,62388.0,1058.0,24.0,17663.0,13512.0,0.88,0.62
1016,Messiah College,Mechanicsburg,PA,2.0,-1.45,41400.0,48278.0,0,1.04,0.36,0.94,0.61,1,1,2822.0,0.09,0.03,69989.0,1157.0,26.0,24123.0,19919.0,0.64,0.74
1017,Keystone College,La Plume,PA,2.0,-1.46,31400.0,36649.0,0,-1.57,0.63,0.95,0.58,1,1,1338.0,0.08,0.24,53081.0,881.0,18.0,13475.0,10202.0,0.91,0.44
1018,Sewanee-The University of the South,Sewanee,TN,2.0,-1.46,38200.0,44626.0,0,1.21,0.44,0.94,0.49,0,0,1292.0,0.2,0.01,62698.0,1250.0,28.0,10603.0,5341.0,0.61,0.86
1019,University of California-Santa Cruz,Santa Cruz,CA,2.0,-1.48,44600.0,52182.0,1,0.64,0.55,0.76,0.57,1,1,11997.0,0.28,0.11,77189.0,1126.0,24.0,15389.0,9822.0,0.64,0.73
1020,The University of Montana,Missoula,MT,2.0,-1.48,34100.0,39906.0,1,-0.07,0.64,0.96,0.54,0,1,10687.0,0.04,0.26,50792.0,1088.0,24.0,15022.0,14215.0,0.94,0.47
1021,Southwestern Christian University,Bethany,OK,2.0,-1.48,28200.0,33008.0,0,-2.63,0.72,0.95,0.45,0,1,42.0,0.16,0.3,52584.0,949.0,20.0,16793.0,17445.0,0.7,0.32
1022,Belmont University,Nashville,TN,1.0,-1.51,39100.0,45918.0,0,0.54,0.37,0.94,0.59,0,1,2038.0,0.15,0.2,68917.0,1190.0,27.0,28717.0,23575.0,0.82,0.68
1023,Wilson College,Chambersburg,PA,1.0,-1.51,32600.0,38279.0,0,-0.36,0.51,0.96,0.92,1,1,505.0,0.08,0.47,59556.0,993.0,23.0,16902.0,13530.0,0.52,0.54
1024,Pennsylvania State University-Main Campus,University Park,PA,1.0,-1.55,47500.0,56008.0,1,1.03,0.45,0.94,0.48,1,1,33505.0,0.1,0.11,61131.0,1199.0,27.0,25070.0,17727.0,0.55,0.87
1025,Geneva College,Beaver Falls,PA,1.0,-1.58,37500.0,44362.0,0,0.06,0.52,0.96,0.59,1,1,1779.0,0.13,0.37,55487.0,1082.0,24.0,15659.0,12501.0,0.79,0.68
1026,Judson University,Elgin,IL,1.0,-1.58,37000.0,43765.0,0,-0.58,0.44,0.9,0.61,0,1,1066.0,0.16,0.39,75938.0,1090.0,24.0,22835.0,17937.0,0.64,0.49
1027,Lesley University,Cambridge,MA,1.0,-1.59,36700.0,43444.0,0,-0.37,0.48,0.86,0.84,1,1,1518.0,0.14,0.47,73152.0,1053.0,23.0,29881.0,25031.0,0.66,0.49
1028,Wesleyan University,Middletown,CT,1.0,-1.59,50900.0,60247.0,0,2.5,0.34,0.81,0.55,1,1,2769.0,0.24,0.01,77737.0,1391.0,32.0,26105.0,6672.0,0.21,0.92
1029,Kenyon College,Gambier,OH,1.0,-1.59,43700.0,51732.0,0,1.87,0.23,0.91,0.58,0,0,1557.0,0.16,0.01,76599.0,1340.0,30.0,25943.0,9619.0,0.33,0.87
1030,Emerson College,Boston,MA,1.0,-1.59,44800.0,53026.0,0,1.14,0.28,0.88,0.63,1,1,2949.0,0.11,0.06,79069.0,1225.0,27.0,30389.0,23618.0,0.48,0.81
1031,Appalachian State University,Boone,NC,1.0,-1.61,36600.0,43442.0,1,0.33,0.48,0.94,0.52,0,0,11931.0,0.16,0.1,59116.0,1126.0,24.0,10227.0,5556.0,0.68,0.65
1032,Sterling College,Sterling,KS,1.0,-1.66,32100.0,38291.0,0,-0.12,0.6,0.95,0.45,0,0,453.0,0.14,0.06,55318.0,1016.0,22.0,16510.0,13645.0,0.49,0.48
1033,Simpson University,Redding,CA,1.0,-1.67,33700.0,40250.0,0,-0.42,0.62,0.91,0.67,1,1,982.0,0.13,0.34,55503.0,1051.0,23.0,17004.0,13946.0,0.52,0.43
1034,Crown College,Saint Bonifacius,MN,1.0,-1.7,31600.0,37855.0,0,-0.23,0.64,0.95,0.55,0,0,836.0,0.06,0.34,66761.0,1073.0,23.0,20484.0,17749.0,0.78,0.53
1035,Johnson State College,Johnson,VT,1.0,-1.7,32200.0,38581.0,1,-0.87,0.61,0.94,0.59,1,0,1307.0,0.03,0.33,62753.0,948.0,20.0,12760.0,10409.0,0.95,0.33
1036,Ohio Christian University,Circleville,OH,1.0,-1.72,32800.0,39380.0,0,-0.6,0.66,0.98,0.46,0,0,263.0,0.09,0.59,53140.0,955.0,20.0,23740.0,23532.0,0.63,0.55
1037,Asbury University,Wilmore,KY,1.0,-1.72,34100.0,40950.0,0,0.51,0.48,0.95,0.58,0,1,1302.0,0.09,0.04,61186.0,1105.0,24.0,22371.0,17287.0,0.63,0.71
1038,Saint Augustine's University,Raleigh,NC,1.0,-1.72,28200.0,33846.0,0,-0.8,0.81,0.91,0.54,0,1,1008.0,0.51,0.17,54834.0,770.0,,25163.0,24824.0,0.6,0.23
1039,Truett-McConnell College,Cleveland,GA,1.0,-1.72,32400.0,38900.0,0,-1.08,0.49,0.93,0.51,0,0,1684.0,0.2,0.14,67574.0,906.0,18.0,13725.0,12646.0,0.83,0.28
1040,Guilford College,Greensboro,NC,1.0,-1.75,38500.0,46369.0,0,0.66,0.5,0.92,0.61,0,1,1490.0,0.24,0.51,66030.0,1082.0,24.0,23583.0,18045.0,0.64,0.6
1041,Swarthmore College,Swarthmore,PA,1.0,-1.78,49400.0,59652.0,0,3.18,0.36,0.84,0.56,1,1,1448.0,0.22,0.01,76168.0,1435.0,32.0,21509.0,7997.0,0.15,0.95
1042,The Master's College and Seminary,Santa Clarita,CA,1.0,-1.79,40900.0,49469.0,0,0.47,0.48,0.84,0.54,1,1,1174.0,0.22,0.18,72734.0,1117.0,26.0,20691.0,19069.0,0.69,0.65
1043,Wheaton College,Wheaton,IL,1.0,-1.81,42600.0,51627.0,0,2.05,0.38,0.9,0.48,0,1,2346.0,0.13,0.01,77276.0,1315.0,30.0,22642.0,12835.0,0.65,0.87
1044,Skidmore College,Saratoga Springs,NY,1.0,-1.82,43100.0,52274.0,0,1.4,0.38,0.88,0.59,1,1,2451.0,0.11,0.11,81008.0,1254.0,28.0,26923.0,13812.0,0.42,0.84
1045,Marygrove College,Detroit,MI,1.0,-1.84,26800.0,32592.0,0,-1.78,0.72,0.95,0.78,0,1,42.0,0.75,0.62,49582.0,800.0,17.0,12666.0,12022.0,0.45,0.22
1046,Vassar College,Poughkeepsie,NY,1.0,-1.87,47100.0,57444.0,0,2.38,0.29,0.85,0.63,1,1,2399.0,0.19,0.02,78347.0,1397.0,32.0,19727.0,5726.0,0.23,0.91
1047,Cornerstone University,Grand Rapids,MI,1.0,-1.87,35600.0,43428.0,0,0.37,0.51,0.95,0.63,0,1,1697.0,0.21,0.46,63549.0,1105.0,24.0,16746.0,14757.0,0.63,0.44
1048,Drury University,Springfield,MO,1.0,-1.88,32200.0,39311.0,0,1.2,0.72,0.97,0.68,0,1,3916.0,0.05,0.46,46286.0,1145.0,25.0,19850.0,13001.0,0.8,0.57
1049,Goshen College,Goshen,IN,1.0,-1.89,36300.0,44377.0,0,0.58,0.43,0.93,0.61,0,1,974.0,0.12,0.22,59443.0,1094.0,25.0,17662.0,15169.0,0.6,0.73
1050,LIU Post,Brookville,NY,1.0,-1.98,46000.0,56791.0,0,-0.66,0.24,0.71,0.68,1,1,4676.0,0.42,0.24,68645.0,986.0,22.0,23607.0,20129.0,0.81,0.43
1051,Lewis & Clark College,Portland,OR,1.0,-2.0,43400.0,53695.0,0,1.64,0.32,0.89,0.63,1,1,1654.0,0.11,0.15,70004.0,1283.0,29.0,26294.0,19618.0,0.66,0.73
1052,Lynn University,Boca Raton,FL,1.0,-2.0,35500.0,43919.0,0,-1.12,0.48,0.81,0.55,0,1,1805.0,0.24,0.24,75491.0,,,32076.0,28345.0,,0.42
1053,Northland College,Ashland,WI,1.0,-2.02,31900.0,39516.0,0,0.52,0.53,0.95,0.57,0,0,794.0,0.08,0.1,59619.0,1077.0,24.0,18963.0,15969.0,0.73,0.48
1054,Florida International University,Miami,FL,1.0,-2.07,45100.0,56187.0,1,0.6,0.77,0.51,0.6,0,1,23902.0,0.68,0.27,57474.0,1070.0,23.0,12787.0,10392.0,0.51,0.43
1055,Beloit College,Beloit,WI,1.0,-2.1,37900.0,47380.0,0,1.31,0.35,0.89,0.63,0,1,1270.0,0.15,0.03,70226.0,1237.0,28.0,21979.0,11444.0,0.71,0.76
1056,Nyack College,Nyack,NY,1.0,-2.11,38100.0,47654.0,0,-0.96,0.67,0.71,0.61,1,1,1874.0,0.49,0.53,59140.0,909.0,20.0,17717.0,15270.0,0.96,0.38
1057,Vanguard University of Southern California,Costa Mesa,CA,1.0,-2.13,38800.0,48656.0,0,-0.58,0.47,0.79,0.6,1,1,1550.0,0.29,0.28,73816.0,984.0,22.0,20894.0,17653.0,0.74,0.55
1058,Brevard College,Brevard,NC,1.0,-2.21,31100.0,39314.0,0,-0.83,0.56,0.93,0.44,0,1,676.0,0.17,0.09,63103.0,946.0,20.0,18187.0,14909.0,0.56,0.35
1059,William Jessup University,Rocklin,CA,1.0,-2.35,38600.0,49519.0,0,-1.42,0.48,0.77,0.51,1,0,285.0,0.26,0.52,83400.0,1015.0,22.0,16390.0,11555.0,0.65,0.53
1060,Whitman College,Walla Walla,WA,1.0,-2.36,43000.0,55273.0,0,1.82,0.29,0.88,0.57,1,1,1403.0,0.1,0.0,70228.0,1351.0,31.0,29037.0,17135.0,0.53,0.86
1061,Johnson & Wales University-Providence,Providence,RI,1.0,-2.44,35100.0,45470.0,0,-1.16,0.53,0.85,0.48,1,1,8585.0,0.25,0.16,66006.0,,,24832.0,22050.0,0.76,0.53
1062,North Central University,Minneapolis,MN,1.0,-2.52,29600.0,38670.0,0,-0.04,0.55,0.95,0.58,0,1,1230.0,0.08,0.09,62818.0,1029.0,22.0,18217.0,15808.0,0.71,0.41
1063,Trinity International University-Illinois,Deerfield,IL,1.0,-2.55,38200.0,50097.0,0,0.26,0.44,0.83,0.6,0,1,883.0,0.29,0.48,73044.0,1031.0,23.0,17230.0,13866.0,0.98,0.56
1064,Marymount California University,Rancho Palos Verdes,CA,1.0,-2.55,32600.0,42727.0,0,-1.14,0.6,0.73,0.62,1,1,780.0,0.34,0.07,78491.0,,,18294.0,16029.0,0.45,0.3
1065,Kentucky Christian University,Grayson,KY,1.0,-2.74,28000.0,37444.0,0,-0.25,0.51,0.97,0.56,0,0,576.0,0.06,0.08,55759.0,950.0,20.0,16750.0,14925.0,0.35,0.44
1066,Earlham College,Richmond,IN,1.0,-2.77,32300.0,43337.0,0,1.15,0.47,0.92,0.54,0,0,1058.0,0.16,0.01,65461.0,1170.0,27.0,19563.0,13543.0,0.68,0.66
1067,Sarah Lawrence College,Bronxville,NY,1.0,-2.86,39700.0,53764.0,0,1.56,0.29,0.84,0.74,1,1,1131.0,0.21,0.14,76096.0,,,29733.0,19160.0,0.62,0.7
1068,Green Mountain College,Poultney,VT,1.0,-2.96,30600.0,41922.0,0,-0.64,0.47,0.92,0.48,1,0,659.0,0.07,0.02,72776.0,1061.0,,24763.0,19837.0,0.67,0.44
1069,Oberlin College,Oberlin,OH,1.0,-2.97,38400.0,52659.0,0,2.41,0.37,0.87,0.56,0,1,2840.0,0.2,0.01,70921.0,1359.0,30.0,27610.0,11819.0,0.3,0.88
1070,Cairn University-Langhorne,Langhorne,PA,1.0,-3.06,32600.0,45104.0,0,0.15,0.54,0.92,0.52,1,1,979.0,0.15,0.23,71083.0,1057.0,23.0,19154.0,15643.0,0.72,0.64
1071,The Evergreen State College,Olympia,WA,1.0,-3.06,31800.0,44019.0,1,0.49,0.7,0.9,0.59,1,1,3833.0,0.1,0.44,63489.0,1094.0,24.0,10867.0,7696.0,0.96,0.54
1072,SUNY at Purchase College,Purchase,NY,1.0,-3.16,34700.0,48511.0,1,0.66,0.56,0.8,0.58,1,1,3167.0,0.27,0.12,76825.0,1090.0,24.0,16290.0,11150.0,0.34,0.56
1073,Toccoa Falls College,Toccoa Falls,GA,1.0,-3.17,26400.0,36950.0,0,-0.37,0.62,0.93,0.53,0,0,887.0,0.18,0.13,60239.0,1002.0,21.0,16419.0,14166.0,0.5,0.5
1074,Reed College,Portland,OR,1.0,-3.41,36200.0,52014.0,0,2.22,0.44,0.88,0.59,1,1,1360.0,0.15,0.03,71186.0,1383.0,31.0,24558.0,10027.0,0.4,0.8
1075,Warren Wilson College,Swannanoa,NC,1.0,-4.3,25500.0,40244.0,0,0.56,0.51,0.93,0.63,0,1,576.0,0.14,0.05,65184.0,1142.0,25.0,24817.0,18044.0,0.93,0.45
1076,St John's College,Annapolis,MD,1.0,-4.39,34300.0,54677.0,0,2.15,0.45,0.89,0.44,1,1,472.0,0.15,0.06,76787.0,1293.0,28.0,28217.0,21437.0,0.78,0.69
1077,Bennington College,Bennington,VT,1.0,-5.06,26500.0,45341.0,0,1.12,0.42,0.89,0.7,1,0,537.0,0.13,0.06,71887.0,,,28364.0,17010.0,0.72,0.67
1078,Marlboro College,Marlboro,VT,1.0,-5.64,25900.0,47122.0,0,1.24,0.48,0.91,0.53,1,0,322.0,0.07,0.1,72275.0,,,27263.0,19880.0,0.87,0.66
