rank,school_name,school_city,school_state,rating,score,earnings_10yr,pred_earnings_10yr_ols,public,score_sat_act,pell_grant_pct,born_in_usa_pct,female_pct,region_high_inc,urban_area,enrollment,black_or_hispanic_pct,overage23,median_hh_income,avg_sat_2011,median_act_2011,avg_net_price_2011,avg_net_price_lowinc_2011,admission_rate_2011,completion_rate_6yr_2011
264,University of Alabama at Birmingham,Birmingham,AL,4.0,0.58,40300.0,37890.0,1,-0.25,0.62,0.96,0.65,0,1,9183.0,0.33,0.27,53894.0,1107.0,24.0,15013.0,11547.0,0.72,0.45
265,Western New England University,Springfield,MA,4.0,0.57,55100.0,51851.0,0,-0.17,0.3,0.9,0.45,1,1,3068.0,0.1,0.11,72246.0,1073.0,24.0,26726.0,21684.0,0.8,0.61
266,Albright College,Reading,PA,4.0,0.57,48500.0,45647.0,0,-0.41,0.44,0.92,0.57,1,1,1665.0,0.14,0.27,68001.0,1052.0,22.0,25147.0,19100.0,0.48,0.6
267,Oklahoma State University-Main Campus,Stillwater,OK,4.0,0.57,43400.0,40864.0,1,0.29,0.62,0.95,0.51,0,0,17057.0,0.1,0.12,51413.0,1121.0,25.0,12360.0,8564.0,0.82,0.62
268,Suffolk University,Boston,MA,4.0,0.56,49900.0,47027.0,0,-0.54,0.39,0.85,0.63,1,1,3293.0,0.13,0.14,74871.0,1030.0,23.0,27947.0,23495.0,0.79,0.55
269,Hampton University,Hampton,VA,4.0,0.56,42200.0,39744.0,0,-0.37,0.56,0.86,0.63,0,1,4854.0,0.51,0.09,63267.0,1070.0,24.0,27451.0,26583.0,0.37,0.55
270,University of St Francis,Joliet,IL,4.0,0.56,44600.0,42047.0,0,0.08,0.44,0.92,0.74,0,1,2699.0,0.21,0.31,75110.0,1066.0,23.0,14835.0,9877.0,0.44,0.63
271,University of San Diego,San Diego,CA,4.0,0.56,56300.0,53069.0,0,0.77,0.37,0.82,0.64,1,1,4804.0,0.23,0.15,76625.0,1241.0,28.0,31302.0,21340.0,0.48,0.75
272,Salve Regina University,Newport,RI,4.0,0.56,48300.0,45537.0,0,-0.25,0.29,0.9,0.7,1,1,1838.0,0.08,0.03,78982.0,1112.0,25.0,27970.0,19969.0,0.7,0.73
273,University of Mobile,Mobile,AL,4.0,0.55,37800.0,35676.0,0,0.2,0.69,0.97,0.72,0,0,1503.0,0.3,0.45,49556.0,1060.0,23.0,16655.0,14759.0,0.81,0.43
274,Loyola Marymount University,Los Angeles,CA,4.0,0.55,55600.0,52449.0,0,0.41,0.42,0.75,0.61,1,1,2482.0,0.32,0.07,78000.0,1188.0,26.0,31999.0,24402.0,0.53,0.77
275,Millsaps College,Jackson,MS,4.0,0.55,45200.0,42637.0,0,1.06,0.48,0.97,0.55,0,1,343.0,0.31,0.08,54149.0,1183.0,26.0,17684.0,14475.0,0.61,0.66
276,Delta State University,Cleveland,MS,4.0,0.54,33800.0,31912.0,1,-0.75,0.74,0.98,0.61,0,0,2893.0,0.53,0.18,39630.0,971.0,21.0,10933.0,10166.0,0.58,0.32
277,Syracuse University,Syracuse,NY,4.0,0.53,56600.0,53478.0,0,1.2,0.38,0.87,0.59,1,1,11626.0,0.16,0.08,74684.0,1162.0,26.0,28238.0,19056.0,0.49,0.8
278,Southeastern Oklahoma State University,Durant,OK,4.0,0.53,34300.0,32425.0,1,-0.91,0.79,0.97,0.56,0,0,3504.0,0.09,0.28,41058.0,950.0,20.0,7819.0,6433.0,0.78,0.29
279,Martin Luther College,New Ulm,MN,4.0,0.53,40400.0,38201.0,0,0.37,0.62,0.95,0.49,0,0,1052.0,0.09,0.05,64171.0,1145.0,25.0,14275.0,10858.0,0.95,0.73
280,University of Saint Francis-Fort Wayne,Fort Wayne,IN,4.0,0.53,40000.0,37796.0,0,-1.0,0.48,0.97,0.71,0,1,1479.0,0.11,0.36,59932.0,975.0,21.0,16295.0,13108.0,0.54,0.54
281,Elmhurst College,Elmhurst,IL,4.0,0.53,48100.0,45446.0,0,-0.25,0.42,0.83,0.64,0,1,2335.0,0.21,0.22,77747.0,1088.0,24.0,20166.0,15476.0,0.72,0.7
282,Saint Leo University,Saint Leo,FL,4.0,0.53,42600.0,40249.0,0,-0.97,0.69,0.9,0.69,0,1,7817.0,0.28,0.77,57104.0,967.0,21.0,18557.0,15988.0,0.93,0.46
283,Le Moyne College,Syracuse,NY,4.0,0.53,48800.0,46115.0,0,0.2,0.43,0.92,0.61,1,1,2291.0,0.1,0.19,61188.0,1048.0,23.0,21441.0,16277.0,0.62,0.72
284,Lasell College,Newton,MA,4.0,0.53,40900.0,38647.0,0,-1.12,0.5,0.86,0.75,1,1,859.0,0.15,0.03,71006.0,979.0,21.0,26243.0,21493.0,0.74,0.47
285,Claremont McKenna College,Claremont,CA,4.0,0.53,63600.0,60111.0,0,2.48,0.36,0.82,0.48,1,1,1044.0,0.2,0.0,79081.0,1392.0,32.0,18717.0,12109.0,0.14,0.91
286,University of Maryland-Baltimore County,Baltimore,MD,4.0,0.53,53500.0,50591.0,1,1.05,0.54,0.87,0.52,1,1,9092.0,0.28,0.18,81742.0,1209.0,27.0,15635.0,11580.0,0.61,0.57
287,James Madison University,Harrisonburg,VA,4.0,0.53,53400.0,50456.0,1,0.91,0.31,0.9,0.6,0,1,14069.0,0.15,0.04,82596.0,1178.0,25.0,16169.0,9673.0,0.6,0.81
288,Stony Brook University,Stony Brook,NY,4.0,0.52,55500.0,52497.0,1,0.69,0.66,0.72,0.5,1,1,13381.0,0.31,0.12,74560.0,1229.0,27.0,11610.0,7177.0,0.39,0.67
289,Fisk University,Nashville,TN,4.0,0.52,33800.0,32002.0,0,-1.41,0.72,0.9,0.67,0,1,818.0,0.53,0.08,52629.0,979.0,21.0,20120.0,19985.0,0.98,0.45
290,Meredith College,Raleigh,NC,4.0,0.51,38400.0,36364.0,0,-0.13,0.45,0.92,1.0,0,1,2042.0,0.25,0.27,66616.0,1010.0,21.0,20061.0,16209.0,0.61,0.59
291,SUNY College at Cortland,Cortland,NY,4.0,0.51,45300.0,42898.0,1,-0.37,0.46,0.92,0.57,1,0,5689.0,0.09,0.08,66309.0,1059.0,22.0,16390.0,10565.0,0.41,0.67
292,University of Wisconsin-La Crosse,La Crosse,WI,4.0,0.51,44100.0,41776.0,1,0.41,0.47,0.97,0.59,0,1,8182.0,0.04,0.07,62282.0,1130.0,25.0,14101.0,8129.0,0.78,0.68
293,Blue Mountain College,Blue Mountain,MS,4.0,0.51,31300.0,29650.0,0,-1.24,0.74,0.98,0.84,0,0,395.0,0.19,0.44,42808.0,994.0,21.0,10191.0,8686.0,0.52,0.5
294,Augustana University,Sioux Falls,SD,4.0,0.51,42600.0,40361.0,0,0.54,0.45,0.97,0.65,0,1,1774.0,0.03,0.06,58148.0,1165.0,26.0,18040.0,14111.0,0.8,0.65
295,Augustana College,Rock Island,IL,4.0,0.51,49600.0,46972.0,0,1.03,0.35,0.93,0.56,0,1,2215.0,0.11,0.02,74604.0,,,21859.0,17091.0,0.62,0.76
296,Armstrong State University,Savannah,GA,4.0,0.5,39400.0,37353.0,1,-0.54,0.65,0.93,0.74,0,1,4759.0,0.36,0.51,55202.0,1006.0,22.0,11216.0,9426.0,0.57,0.32
297,University of Houston,Houston,TX,4.0,0.5,48300.0,45794.0,1,-0.26,0.69,0.79,0.56,0,1,24370.0,0.46,0.24,65944.0,1105.0,24.0,12193.0,8510.0,0.63,0.46
298,Washington State University,Pullman,WA,4.0,0.5,46400.0,43988.0,1,-0.0,0.56,0.9,0.56,1,0,4263.0,0.11,0.25,61517.0,1066.0,23.0,16489.0,10568.0,0.84,0.67
299,Winona State University,Winona,MN,4.0,0.5,41900.0,39721.0,1,-0.25,0.42,0.96,0.66,0,0,6933.0,0.04,0.11,65509.0,1070.0,23.0,16596.0,11165.0,0.69,0.54
300,California State University-Fresno,Fresno,CA,3.0,0.49,43200.0,41007.0,1,-1.0,0.8,0.79,0.61,1,1,16259.0,0.46,0.24,52404.0,931.0,19.0,5921.0,3534.0,0.56,0.49
301,Illinois Wesleyan University,Bloomington,IL,3.0,0.49,54600.0,51851.0,0,1.43,0.23,0.91,0.57,0,1,2060.0,0.13,0.0,77591.0,1248.0,28.0,26025.0,16740.0,0.61,0.82
302,Notre Dame de Namur University,Belmont,CA,3.0,0.49,51300.0,48707.0,0,-1.12,0.47,0.72,0.73,1,1,962.0,0.26,0.45,91539.0,956.0,21.0,26342.0,23508.0,0.71,0.51
303,Southern Polytechnic State University,Marietta,GA,3.0,0.48,52400.0,49778.0,1,0.24,0.59,0.9,0.22,0,1,2881.0,0.31,0.32,69754.0,1106.0,23.0,9349.0,6665.0,0.74,0.32
304,Jacksonville University,Jacksonville,FL,3.0,0.48,47700.0,45354.0,0,-0.04,0.51,0.91,0.52,0,1,2015.0,0.23,0.41,63319.0,1052.0,23.0,20867.0,18904.0,0.42,0.4
305,Averett University,Danville,VA,3.0,0.48,42300.0,40220.0,0,-1.01,0.49,0.94,0.63,0,0,1741.0,0.29,0.52,58547.0,942.0,20.0,18302.0,17783.0,0.54,0.41
306,University of California-San Diego,La Jolla,CA,3.0,0.48,59600.0,56649.0,1,1.74,0.62,0.73,0.54,1,1,17485.0,0.29,0.09,77287.0,1268.0,28.0,12718.0,9123.0,0.38,0.85
307,Boston College,Chestnut Hill,MA,3.0,0.48,67000.0,63640.0,0,2.03,0.23,0.85,0.56,1,1,9783.0,0.15,0.14,83297.0,1353.0,31.0,30286.0,14708.0,0.28,0.92
308,University of Nebraska at Kearney,Kearney,NE,3.0,0.47,38800.0,36918.0,1,-0.25,0.59,0.96,0.57,0,0,5407.0,0.07,0.11,51578.0,1049.0,23.0,11523.0,7361.0,0.86,0.61
309,Allegheny College,Meadville,PA,3.0,0.47,49200.0,46814.0,0,0.97,0.36,0.96,0.55,1,0,1858.0,0.07,0.01,61096.0,1185.0,26.0,23426.0,15415.0,0.58,0.8
310,Purdue University-North Central Campus,Westville,IN,3.0,0.47,35200.0,33484.0,1,-1.25,0.65,0.97,0.66,0,0,3323.0,0.09,0.33,64222.0,974.0,21.0,8824.0,5934.0,0.71,0.23
311,Clark Atlanta University,Atlanta,GA,3.0,0.47,33700.0,32047.0,0,-1.49,0.71,0.87,0.7,0,1,1014.0,0.59,0.05,57212.0,869.0,19.0,27948.0,26738.0,0.72,0.41
312,Ursinus College,Collegeville,PA,3.0,0.46,51500.0,49045.0,0,1.2,0.37,0.92,0.6,1,1,1307.0,0.16,0.05,73958.0,,,26471.0,16415.0,0.7,0.8
313,University of Mary Hardin-Baylor,Belton,TX,3.0,0.46,41700.0,39709.0,0,-0.37,0.55,0.9,0.62,0,1,2190.0,0.3,0.21,59930.0,1050.0,23.0,21464.0,20259.0,0.42,0.46
314,Sweet Briar College,Sweet Briar,VA,3.0,0.45,38600.0,36781.0,0,0.4,0.38,0.92,1.0,0,1,572.0,0.16,0.03,72020.0,1074.0,25.0,21394.0,17775.0,0.82,0.7
315,University of California-Berkeley,Berkeley,CA,3.0,0.45,62700.0,59802.0,1,2.15,0.63,0.72,0.56,1,1,23267.0,0.29,0.16,77450.0,1349.0,30.0,13991.0,8416.0,0.21,0.9
316,Mount Saint Joseph University,Cincinnati,OH,3.0,0.45,39900.0,38053.0,0,-0.5,0.51,0.97,0.67,0,1,2015.0,0.13,0.28,62272.0,1035.0,23.0,17241.0,13361.0,0.63,0.59
317,King's College,Wilkes-Barre,PA,3.0,0.45,48900.0,46604.0,0,-0.21,0.39,0.94,0.49,1,1,1964.0,0.08,0.11,59323.0,,,21219.0,16063.0,0.72,0.63
318,Mercer University,Macon,GA,3.0,0.45,46600.0,44404.0,0,0.75,0.47,0.93,0.73,0,1,2322.0,0.33,0.45,63707.0,1176.0,27.0,17761.0,15242.0,0.83,0.6
319,Saginaw Valley State University,University Center,MI,3.0,0.45,37800.0,36054.0,1,-0.91,0.59,0.97,0.6,0,0,6230.0,0.11,0.26,56641.0,990.0,21.0,12129.0,10084.0,0.89,0.39
320,Wofford College,Spartanburg,SC,3.0,0.44,46800.0,44687.0,0,1.06,0.43,0.95,0.51,0,1,1103.0,0.24,0.01,59958.0,1193.0,27.0,19804.0,15537.0,0.65,0.79
321,Xavier University,Cincinnati,OH,3.0,0.44,48800.0,46577.0,0,0.88,0.35,0.95,0.62,0,1,3786.0,0.16,0.17,66537.0,1113.0,25.0,28319.0,26467.0,0.7,0.77
322,Denison University,Granville,OH,3.0,0.44,48600.0,46366.0,0,1.28,0.34,0.93,0.62,0,1,2089.0,0.12,0.0,74207.0,1278.0,29.0,37480.0,37653.0,0.48,0.79
323,American International College,Springfield,MA,3.0,0.44,42400.0,40467.0,0,-1.54,0.61,0.85,0.58,1,1,1068.0,0.29,0.24,60166.0,915.0,19.0,18959.0,17691.0,0.7,0.36
324,Grand View University,Des Moines,IA,3.0,0.44,39200.0,37405.0,0,-0.75,0.54,0.95,0.7,0,1,1293.0,0.08,0.32,62139.0,976.0,21.0,16794.0,14366.0,0.93,0.41
325,Augsburg College,Minneapolis,MN,3.0,0.43,44800.0,42819.0,0,-0.06,0.48,0.93,0.59,0,1,2504.0,0.08,0.29,71478.0,1052.0,23.0,18939.0,14538.0,0.51,0.65
326,Monmouth University,West Long Branch,NJ,3.0,0.43,50300.0,48035.0,0,-0.24,0.39,0.87,0.57,1,1,4116.0,0.15,0.1,86369.0,1063.0,24.0,24901.0,16117.0,0.63,0.66
327,American University,Washington,DC,3.0,0.43,55900.0,53432.0,0,1.24,0.29,0.87,0.65,1,1,5503.0,0.17,0.05,83827.0,1268.0,28.0,33773.0,27172.0,0.42,0.77
328,University of Virginia-Main Campus,Charlottesville,VA,3.0,0.43,58600.0,55997.0,1,2.11,0.32,0.88,0.56,0,1,12639.0,0.21,0.09,78839.0,1347.0,30.0,14602.0,4673.0,0.33,0.94
329,Agnes Scott College,Decatur,GA,3.0,0.43,39400.0,37653.0,0,1.03,0.47,0.9,1.0,0,1,820.0,0.32,0.11,68028.0,,,16473.0,13907.0,0.46,0.65
330,Southeastern Louisiana University,Hammond,LA,3.0,0.43,35400.0,33838.0,1,-1.08,0.72,0.97,0.64,0,1,12599.0,0.25,0.22,52564.0,1030.0,22.0,7687.0,5471.0,0.43,0.33
331,University of Oklahoma-Norman Campus,Norman,OK,3.0,0.43,46600.0,44511.0,1,0.37,0.57,0.94,0.52,0,1,18493.0,0.14,0.18,55767.0,1183.0,26.0,14698.0,11897.0,0.82,0.68
332,California State University-San Marcos,San Marcos,CA,3.0,0.43,45400.0,43391.0,1,-0.62,0.71,0.79,0.63,1,1,5272.0,0.28,0.42,72278.0,963.0,20.0,9362.0,6161.0,0.41,0.49
333,Wilmington College,Wilmington,OH,3.0,0.43,39000.0,37252.0,0,-0.79,0.51,0.98,0.57,0,0,1843.0,0.1,0.19,60257.0,967.0,21.0,19217.0,16638.0,0.9,0.51
334,Florida Gulf Coast University,Fort Myers,FL,3.0,0.42,41200.0,39408.0,1,-0.29,0.64,0.86,0.68,0,1,3107.0,0.19,0.34,59427.0,1016.0,22.0,11308.0,8179.0,0.68,0.45
335,University of Portland,Portland,OR,3.0,0.42,51700.0,49472.0,0,0.7,0.35,0.89,0.62,1,1,2509.0,0.11,0.08,65195.0,1215.0,,26821.0,26016.0,0.64,0.76
336,Columbus State University,Columbus,GA,3.0,0.41,36100.0,34575.0,1,-0.85,0.73,0.94,0.68,0,1,4588.0,0.39,0.35,53688.0,955.0,20.0,9787.0,8235.0,0.54,0.31
337,Moravian College,Bethlehem,PA,3.0,0.41,50000.0,47882.0,0,0.66,0.35,0.92,0.63,1,1,1467.0,0.09,0.09,71434.0,,,25370.0,19737.0,0.8,0.76
338,Northwestern University,Evanston,IL,3.0,0.41,64100.0,61370.0,0,2.65,0.26,0.86,0.55,0,1,8158.0,0.19,0.16,80971.0,1438.0,32.0,28146.0,15708.0,0.23,0.94
339,The College of Saint Rose,Albany,NY,3.0,0.41,42700.0,40884.0,0,-0.13,0.46,0.94,0.74,1,1,2634.0,0.08,0.12,63358.0,,,28933.0,26048.0,,0.63
340,Florida Agricultural and Mechanical University,Tallahassee,FL,3.0,0.4,37300.0,35763.0,1,-1.14,0.75,0.85,0.58,0,1,10578.0,0.5,0.07,52062.0,947.0,20.0,10461.0,9417.0,0.48,0.4
341,The University of Tampa,Tampa,FL,3.0,0.4,44400.0,42574.0,0,-0.04,0.46,0.88,0.64,0,1,3328.0,0.19,0.13,70043.0,1064.0,23.0,23010.0,19291.0,0.53,0.57
342,Fordham University,Bronx,NY,3.0,0.4,55400.0,53124.0,0,0.84,0.42,0.76,0.66,1,1,6916.0,0.32,0.09,73209.0,1250.0,28.0,32837.0,24260.0,0.42,0.78
343,Widener University-Main Campus,Chester,PA,3.0,0.4,51700.0,49567.0,0,-0.13,0.37,0.92,0.51,1,1,2803.0,0.19,0.24,69795.0,1005.0,,27038.0,23020.0,0.7,0.54
344,Trine University,Angola,IN,3.0,0.39,42600.0,40882.0,0,-0.34,0.52,0.97,0.46,0,0,1244.0,0.09,0.26,60335.0,1033.0,22.0,21858.0,17697.0,0.72,0.44
345,The University of Texas at Arlington,Arlington,TX,3.0,0.39,46400.0,44512.0,1,-0.04,0.6,0.86,0.59,0,1,16329.0,0.34,0.29,65018.0,1064.0,23.0,10945.0,8522.0,0.69,0.4
346,Walsh University,North Canton,OH,3.0,0.38,41800.0,40128.0,0,-0.42,0.46,0.97,0.59,0,1,270.0,0.08,0.23,58496.0,1030.0,22.0,18595.0,15160.0,0.77,0.6
347,Prairie View A & M University,Prairie View,TX,3.0,0.38,33600.0,32275.0,1,-1.97,0.78,0.86,0.55,0,0,5387.0,0.59,0.07,54328.0,845.0,18.0,11656.0,11640.0,0.4,0.34
348,Westminster College,New Wilmington,PA,3.0,0.38,44400.0,42666.0,0,0.06,0.43,0.97,0.57,1,1,1656.0,0.05,0.02,55872.0,1092.0,24.0,21264.0,19092.0,0.61,0.74
349,Jacksonville State University,Jacksonville,AL,3.0,0.38,35100.0,33703.0,1,-1.24,0.72,0.97,0.6,0,1,5806.0,0.21,0.25,46728.0,998.0,22.0,14351.0,12660.0,0.84,0.32
350,College of William and Mary,Williamsburg,VA,3.0,0.38,56400.0,54170.0,1,2.19,0.28,0.9,0.58,0,1,5541.0,0.18,0.03,81696.0,1344.0,30.0,16291.0,6561.0,0.35,0.91
351,Angelo State University,San Angelo,TX,3.0,0.38,38000.0,36515.0,1,-0.53,0.7,0.92,0.58,0,1,5822.0,0.33,0.17,47973.0,970.0,21.0,11076.0,8410.0,0.93,0.31
352,Glenville State College,Glenville,WV,3.0,0.38,31400.0,30168.0,1,-1.38,0.82,0.99,0.57,0,0,2143.0,0.03,0.26,36988.0,868.0,19.0,12038.0,12161.0,0.82,0.34
353,California State University-Sacramento,Sacramento,CA,3.0,0.38,46500.0,44677.0,1,-0.71,0.7,0.82,0.62,1,1,21786.0,0.27,0.29,64281.0,954.0,20.0,10095.0,6891.0,0.71,0.42
354,Adelphi University,Garden City,NY,3.0,0.37,50600.0,48633.0,0,0.04,0.45,0.77,0.75,1,1,3378.0,0.27,0.24,84423.0,1082.0,24.0,26372.0,21857.0,0.69,0.66
355,Washington University in St Louis,Saint Louis,MO,3.0,0.37,62300.0,59907.0,0,2.64,0.24,0.91,0.54,0,1,6249.0,0.18,0.19,74213.0,1467.0,33.0,30925.0,1340.0,0.17,0.93
356,Texas Lutheran University,Seguin,TX,3.0,0.37,43600.0,41940.0,0,-0.2,0.49,0.9,0.54,0,1,1473.0,0.38,0.08,63497.0,1017.0,22.0,13558.0,13484.0,0.65,0.49
357,Saint Martin's University,Lacey,WA,3.0,0.37,47400.0,45584.0,0,-0.62,0.46,0.9,0.63,1,1,1054.0,0.11,0.41,60307.0,1008.0,22.0,22470.0,16060.0,0.94,0.48
358,Radford University,Radford,VA,3.0,0.37,42100.0,40479.0,1,-0.63,0.46,0.93,0.6,0,1,7983.0,0.15,0.09,65935.0,990.0,19.0,14157.0,8735.0,0.8,0.56
359,Randolph College,Lynchburg,VA,3.0,0.37,38700.0,37196.0,0,0.91,0.45,0.92,1.0,0,1,693.0,0.21,0.11,68435.0,1097.0,23.0,21802.0,18716.0,0.71,0.63
360,The University of Findlay,Findlay,OH,3.0,0.36,40600.0,39099.0,0,-0.26,0.47,0.97,0.6,0,0,3381.0,0.07,0.18,60390.0,1105.0,24.0,18306.0,13460.0,0.69,0.57
361,Georgetown College,Georgetown,KY,3.0,0.36,43000.0,41401.0,0,0.37,0.44,0.97,0.55,0,1,1321.0,0.07,0.04,55864.0,1094.0,24.0,15961.0,12227.0,0.88,0.59
362,Edgewood College,Madison,WI,3.0,0.36,40900.0,39351.0,0,-0.25,0.43,0.95,0.76,0,1,1475.0,0.07,0.25,67098.0,1050.0,23.0,19512.0,14938.0,0.72,0.51
363,Midwestern State University,Wichita Falls,TX,3.0,0.36,38500.0,37073.0,1,-0.8,0.67,0.92,0.58,0,1,5288.0,0.23,0.27,53073.0,1026.0,22.0,8671.0,5942.0,0.52,0.34
364,Hartwick College,Oneonta,NY,3.0,0.36,46100.0,44370.0,0,0.47,0.45,0.92,0.57,1,0,1403.0,0.11,0.03,66192.0,1126.0,25.0,22302.0,17209.0,0.77,0.54
365,Texas Christian University,Fort Worth,TX,3.0,0.36,49100.0,47256.0,0,0.82,0.39,0.89,0.6,0,1,6843.0,0.26,0.08,70998.0,1189.0,27.0,28867.0,21778.0,0.38,0.74
366,Rice University,Houston,TX,3.0,0.35,59900.0,57747.0,0,2.98,0.36,0.85,0.49,0,1,2728.0,0.31,0.02,73000.0,1428.0,32.0,18858.0,6283.0,0.19,0.92
367,Bryn Mawr College,Bryn Mawr,PA,3.0,0.34,50400.0,48635.0,0,1.9,0.3,0.86,0.96,1,1,1307.0,0.17,0.11,76614.0,1306.0,29.0,27015.0,14665.0,0.46,0.87
368,University of Wisconsin-Eau Claire,Eau Claire,WI,3.0,0.34,43400.0,41883.0,1,0.25,0.45,0.97,0.62,0,1,10013.0,0.03,0.08,63239.0,1110.0,24.0,12946.0,7549.0,0.76,0.65
369,University of New Orleans,New Orleans,LA,3.0,0.34,38400.0,37037.0,1,-0.69,0.7,0.94,0.61,0,1,12967.0,0.42,0.26,50679.0,1014.0,22.0,8293.0,6583.0,0.56,0.38
370,University of New England,Biddeford,ME,3.0,0.34,44800.0,43230.0,0,-0.04,0.38,0.94,0.77,1,1,1185.0,0.04,0.24,64321.0,1065.0,24.0,28298.0,24127.0,0.82,0.58
371,Susquehanna University,Selinsgrove,PA,3.0,0.34,50000.0,48236.0,0,0.62,0.29,0.94,0.57,1,0,1849.0,0.07,0.03,67809.0,1126.0,26.0,22949.0,18999.0,0.73,0.77
372,Rowan University,Glassboro,NJ,3.0,0.34,48800.0,47077.0,1,0.25,0.46,0.9,0.59,1,1,7708.0,0.2,0.15,74416.0,1100.0,,20387.0,20387.0,0.56,0.67
373,Morehouse College,Atlanta,GA,3.0,0.33,40900.0,39488.0,0,-0.19,0.57,0.88,0.6,0,1,2729.0,0.55,0.04,61284.0,1042.0,22.0,26390.0,23560.0,0.62,0.55
374,California State University-Dominguez Hills,Carson,CA,3.0,0.33,42800.0,41345.0,1,-1.86,0.83,0.66,0.7,1,1,7968.0,0.68,0.47,54136.0,840.0,17.0,2986.0,1554.0,0.58,0.24
375,Elizabethtown College,Elizabethtown,PA,3.0,0.33,47700.0,46036.0,0,0.45,0.32,0.95,0.66,1,1,1826.0,0.07,0.03,68000.0,1121.0,24.0,24231.0,16560.0,0.66,0.79
376,University of La Verne,La Verne,CA,3.0,0.33,52700.0,50890.0,0,-0.51,0.55,0.75,0.67,1,1,3523.0,0.44,0.62,67349.0,988.0,21.0,17733.0,12943.0,0.59,0.58
377,Southwestern College,Winfield,KS,3.0,0.33,44200.0,42666.0,0,-0.04,0.53,0.95,0.53,0,0,1177.0,0.11,0.45,56261.0,989.0,22.0,18768.0,16643.0,0.87,0.57
378,University of Arkansas,Fayetteville,AR,3.0,0.33,43600.0,42090.0,1,0.72,0.63,0.95,0.52,0,1,12499.0,0.14,0.14,49521.0,1157.0,26.0,9627.0,6754.0,0.61,0.59
379,Iowa Wesleyan University,Mount Pleasant,IA,3.0,0.33,34100.0,32922.0,0,-1.99,0.67,0.95,0.53,0,0,812.0,0.22,0.23,53163.0,954.0,20.0,19674.0,18764.0,0.64,0.25
380,Auburn University at Montgomery,Montgomery,AL,3.0,0.32,34800.0,33639.0,1,-0.83,0.72,0.97,0.68,0,1,4166.0,0.4,0.32,48812.0,970.0,21.0,9351.0,9220.0,0.79,0.33
381,Saint Norbert College,De Pere,WI,3.0,0.32,45300.0,43810.0,0,0.25,0.36,0.94,0.57,0,1,1995.0,0.06,0.03,69791.0,1125.0,25.0,19858.0,14561.0,0.8,0.7
382,The College of New Jersey,Ewing,NJ,3.0,0.32,56800.0,54921.0,1,1.61,0.34,0.86,0.6,1,1,5899.0,0.18,0.05,83646.0,1226.0,27.0,20321.0,8865.0,0.46,0.87
383,Canisius College,Buffalo,NY,3.0,0.32,45700.0,44152.0,0,0.11,0.46,0.94,0.54,1,1,724.0,0.13,0.04,60578.0,1108.0,25.0,17951.0,13411.0,0.75,0.67
384,Pepperdine University,Malibu,CA,3.0,0.32,61400.0,59321.0,0,1.5,0.34,0.81,0.57,1,1,2917.0,0.25,0.25,77132.0,1215.0,,23799.0,16718.0,0.32,0.81
385,University of North Carolina at Chapel Hill,Chapel Hill,NC,3.0,0.32,50400.0,48742.0,1,1.61,0.42,0.92,0.64,0,1,15412.0,0.24,0.1,64860.0,1304.0,29.0,11551.0,5180.0,0.34,0.89
386,Wayland Baptist University,Plainview,TX,3.0,0.32,40900.0,39520.0,0,-0.73,0.71,0.91,0.54,0,0,4782.0,0.38,0.61,49901.0,902.0,19.0,10351.0,9204.0,0.99,0.37
387,Albertus Magnus College,New Haven,CT,3.0,0.31,52200.0,50525.0,0,-0.42,0.4,0.85,0.73,1,1,1845.0,0.25,0.65,69234.0,878.0,,21964.0,18060.0,0.87,0.51
388,University of Minnesota-Crookston,Crookston,MN,3.0,0.31,39900.0,38627.0,1,-0.75,0.56,0.97,0.41,0,0,1154.0,0.05,0.15,53173.0,1010.0,22.0,10745.0,7016.0,0.74,0.47
389,University of Mount Olive,Mount Olive,NC,3.0,0.31,39200.0,37931.0,0,-1.47,0.65,0.94,0.63,0,1,1716.0,0.32,0.68,50574.0,918.0,19.0,17139.0,17763.0,0.62,0.42
390,Iona College,New Rochelle,NY,3.0,0.31,52700.0,50999.0,0,-0.51,0.45,0.74,0.54,1,1,3414.0,0.35,0.11,73852.0,990.0,22.0,24265.0,19011.0,0.87,0.57
391,Hood College,Frederick,MD,3.0,0.31,43100.0,41693.0,0,0.64,0.44,0.92,0.91,1,1,719.0,0.16,0.25,79385.0,1079.0,23.0,21083.0,14271.0,0.79,0.68
392,Mount St Mary's University,Emmitsburg,MD,3.0,0.31,50300.0,48669.0,0,0.12,0.31,0.92,0.6,1,1,1537.0,0.14,0.12,79694.0,1059.0,21.0,24102.0,17691.0,0.66,0.76
393,Wesleyan College,Macon,GA,3.0,0.31,37100.0,35888.0,0,0.73,0.56,0.93,1.0,0,1,668.0,0.36,0.32,58260.0,1049.0,22.0,12814.0,10961.0,0.56,0.52
394,Alvernia University,Reading,PA,3.0,0.3,42600.0,41279.0,0,-1.09,0.49,0.94,0.68,1,1,1472.0,0.17,0.38,60922.0,976.0,21.0,28430.0,21748.0,0.75,0.53
395,Northwest Missouri State University,Maryville,MO,3.0,0.28,38900.0,37745.0,1,-0.08,0.53,0.97,0.57,0,0,5296.0,0.06,0.05,55225.0,1050.0,23.0,10564.0,7783.0,0.7,0.5
